상호,영업표지,업종,전체,가맹점,직영점
㈜백전백승,고고장,한식,1,1,0
(주)라이옥푸드,라이옥베트남쌀국수,기타 외국식,1,0,1
(주)만백코퍼레이션,마니국밥,한식,2,2,0
(주)한울,돈치킨,치킨,175,175,0
그릭하다,그릭하다,기타 외식,30,27,3
(주)바나나컴퍼니,샐러디팝,한식,,,
(주)바나나컴퍼니,샐러디팝,한식,,,
(주)바나나컴퍼니,육회전,한식,,,
(주)성공한사람들,이쿠라멘,기타 외식,35,35,0
(주)플레임파트너스,우곱집,기타 외식,5,4,1
우키샌드위치,우키샌드위치,기타 외식,3,1,2
(주)더제이비푸드,제육의신,한식,7,7,0
(주)씨에이치제이,45초 커피,커피,,,
(주)씨에이치제이,소메랑,기타 외식,10,10,0
(주)라온유통,어부의 밥상,한식,5,5,0
(주)에이그레이트,에이그레이트카페,커피,15,14,1
(주)씨에스에프씨,아구듬뿍&알곤마,한식,119,118,1
(주)씨에스에프씨,별법동태탕왕해물찜,한식,19,19,0
(주)씨에스에프씨,내담대구탕해물갈비찜,한식,33,33,0
(주)채움푸드,꽉찬쌀통닭,치킨,0,0,0
(주)채움푸드,모락떡볶이,분식,,,
(주)채움푸드,The맛있는파닭,치킨,24,24,0
(주)채움푸드,코리엔탈깻잎두마리치킨,치킨,196,196,0
(주)미라지식품,한모둠,한식,34,34,0
(주)제이엘푸드,이대감,한식,,,
(주)미라지식품,남가네설악추어탕,기타 외식,71,71,0
(주)혜인,런던커리,기타 외식,1,1,0
㈜플렉스키친,성수완당,한식,2,1,1
(주)맛있는푸드,콩심,기타 외식,96,96,0
(주)더홍,카페천국,커피,21,21,0
성희포차,성희포차,주점,1,0,1
백하돼지생갈비,쭈담,한식,1,0,1
은신처,양만장,일식,,,
(주)올투딜리셔스,도제,일식,32,0,32
주신당,주신당,주점,1,0,1
웍쟁이,웍쟁이,한식,1,0,1
고바슨커피㈜,크라프커피(Kraff COFFEE),커피,1,0,1
(주)젠푸드,히노아지,일식,57,43,14
족의한수,족의한수,한식,1,0,1
38선넘은짱닭,38선넘은짱닭,한식,6,4,2
풍미진해장국광탄직영점,풍미진해장국,한식,1,0,1
라푸드마라탕,라푸드마라탕,기타 외식,1,0,1
디티푸드,드리즐,커피,1,0,1
버거비앤비,버거 비앤비,패스트푸드,1,0,1
(주)소디프비앤에프,후후,기타 외식,1,1,0
(주)소디프비앤에프,요고참,서양식,0,0,0
(주)마스터에프엔비,송사부수제쌀고로케,제과제빵,92,88,4
(주)퓨로에프앤비,더퓨러,음료 (커피 외),3,3,0
샐푸드,샐식당,서양식,0,0,0
영화로울,그램치킨,치킨,0,0,0
(주)유엔아이에프씨,편편집,한식,1,1,0
(주)유엔아이에프씨,무쏘,한식,24,24,0
(주)엔케이푸드,돈사부숯불고기냉면,한식,0,0,0
(주)에스에프코퍼레이션(SFCORPORATION),바다가 내손아귀,한식,7,7,0
(주)와이앤티푸드,동해물과 아구찜,한식,11,11,0
도움,오늘치킨완료,치킨,,,
(주)샵인샵딜리버리,5일장햄버거,기타 외식,,,
(주)샵인샵딜리버리,샵인샵딜리버리 국밥,기타 외식,,,
(주)샵인샵딜리버리,샵인샵딜리버리 우동,기타 외식,,,
(주)샵인샵딜리버리,떡싸롱 튀김의신,분식,,,
(주)샵인샵딜리버리,김바삭군의 볼카츠마?,기타 외식,33,33,0
(주)샵인샵딜리버리,몽글몽글카레,일식,,,
(주)샵인샵딜리버리,집으로간장게장,한식,,,
(주)샵인샵딜리버리,파스타세끼,서양식,,,
(주)샵인샵딜리버리,진바배달삼겹,한식,,,
(주)샵인샵딜리버리,오늘은카레,기타 외국식,61,61,0
본아이에프(주),본죽,한식,748,748,0
본아이에프(주),본죽&비빔밥,한식,837,836,1
본아이에프(주),멘지,일식,1,0,1
본아이에프(주),본우리반상,한식,11,10,1
본아이에프(주),본설렁탕,한식,52,51,1
본아이에프(주),본설렁탕,한식,52,51,1
본아이에프(주),본도시락,한식,436,435,1
불철주야컴퍼니,가마솥 대왕갈비탕&냉면,한식,3,3,0
불철주야컴퍼니,불철주야,기타 외식,0,0,0
우수갈비찜&김치찜,우수갈비찜&김치찜,한식,1,0,1
(주)플레이에프앤비,카인다카츠(Kinda Katsu),서양식,1,0,1
로바타소노,로바타소노,주점,1,0,1
범가숯불갈비양산본점,범가숯불갈비,한식,1,0,1
커피로만(coffeeroman),COFFEE ROMAN(커피로만),커피,1,0,1
고래오뎅(본점),고래오뎅,주점,1,0,1
(주)아쌤프랜차이즈,맛지비불꼬막짬뽕,중식,3,3,0
청연,청연,일식,19,18,1
㈜판다네트웍스컴퍼니,죽을담다,한식,3,3,0
(주)그레이핍플,그레이핍플커피,커피,,,
어부홍씨횟집,어부홍씨물회,기타 외식,1,0,1
(주)리원에프앤씨,술인당,기타 외식,1,1,0
(주)리원에프앤씨,몰틀리,기타 외식,20,20,0
(주)흔,파스타 흔,서양식,,,
(주)흔,파스타 흔,서양식,,,
79푸드컴퍼니(주),79네수육국밥,기타 외식,36,34,2
누룩,누룩,주점,8,7,1
2월푸드,별이빛나는연어육회,일식,3,2,1
불난반점,불난반점,중식,2,1,1
찰만f&c,찰만 생대패,한식,8,8,0
찰만f&c,돼지만,한식,11,11,0
찰만f&c,갈비만,한식,11,10,1
단물곤물,단물곤물,한식,9,8,1
미미카츠,미미카츠,일식,3,2,1
스구식탁,스구식탁,일식,7,5,2
불철주야컴퍼니,일등식당,한식,1,1,0
불철주야컴퍼니,설악냉면,한식,,,
오아워5hour,오아워(5hour),서양식,1,0,1
(주)지앤씨신칼,현풍닭칼국수,한식,66,66,0
(주)제주항푸드,김혜경제주항통갈치,한식,2,0,2
(주)소디프비앤에프,분식제일가,분식,5,5,0
(주)소디프비앤에프,고고(Gogo)돈가스,일식,3,3,0
(주)소디프비앤에프,가츠린,일식,7,7,0
(주)지앤비리테일,산정,기타 외식,4,4,0
(주)위드런,댄싱컵(DANCINGCUP),커피,71,71,0
수르푸드,떡수르돈수르,분식,0,0,0
(주)타이거슈가코리아,타이거슈가(TIGER SUGAR),음료 (커피 외),15,14,1
올바릇나사리식당,나사리식당,한식,3,3,0
제이에스푸드(주),크로와플,제과제빵,,,
(주)프렌즈유,카페데크21,커피,,,
(주)쌔미푸드,카페쎄미(CAFE SEMMIE),기타 외식,3,1,2
(주)오래오래푸드,왕돈까스&왕냉면,분식,16,16,0
(주)오래오래푸드,왕돈까스&왕냉면,분식,16,16,0
SprinklesFranchiseGroupLLC,Sprinkles Cupcakes,제과제빵,0,0,0
조이식품,다시오고싶은집 이명숙 양평해장국,한식,0,0,0
(주)비에스비푸드,치킨인류,치킨,36,36,0
(주)본가에프앤비,육회본가,한식,,,
(주)청연에프앤비,치킨의민족,치킨,23,23,0
(주)육가온,육가온,한식,1,0,1
소우창,소우창,한식,1,0,1
마마스홈,마마홈스,기타 외국식,0,0,0
(주)이야기,신HOT화로닭발,한식,21,21,0
(주)좋은친구들에프앤비,집어가,기타 외식,122,122,0
(주)좋은친구들에프앤비,배달요정,기타 외식,0,0,0
모두의피자,모두의피자,피자,5,5,0
(주)앤티,백순대본가새맛,한식,13,13,0
씨엘카이로스(주),완백부대찌개,기타 외식,13,12,1
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드익스프레스(Mammoth Express),커피,456,454,2
(주)그랜드비스타,호떡당,분식,28,28,0
(주)디피,안산정군포차,주점,0,0,0
(주)나이스패밀리,강남대패&샤브,한식,1,1,0
(주)디피,안산정군포차,주점,0,0,0
(주)매머드커피랩,매머드익스프레스(Mammoth Express),커피,456,454,2
(주)매머드커피랩,매머드익스프레스(Mammoth Express),커피,456,454,2
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드익스프레스(Mammoth Express),커피,456,454,2
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)앤티,백순대본가새맛,한식,13,13,0
씨엘카이로스(주),완백부대찌개,기타 외식,13,12,1
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드익스프레스(Mammoth Express),커피,456,454,2
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드커피(Mammoth coffee),커피,41,40,1
(주)매머드커피랩,매머드익스프레스(Mammoth Express),커피,456,454,2
(주)그랜드비스타,호떡당,분식,28,28,0
(주)디피,안산정군포차,주점,0,0,0
(주)나이스패밀리,강남대패&샤브,한식,1,1,0
(주)프랜차이즈벤처,떡밀밀,분식,0,0,0
(주)정담앤제이,유부야,일식,11,11,0
엘엠에프엔씨,와피(wapi),제과제빵,3,3,0
(주)지에이엠,터닝테이블,서양식,0,0,0
돼통령병점점,구워져 나오는집 돼통령,한식,1,0,1
제이엠인터내셔널(주),어구미,한식,2,1,1
(주)호밀호두,호밀호두,제과제빵,57,54,3
(주)명동본가,명동칼국수,한식,10,10,0
최고김밥,최고김밥,분식,1,0,1
과일짐(FruitGym),프룻짐,기타 외식,2,0,2
(주)테이스터스,바스버거(BAS BURGER),패스트푸드,19,0,19
(주)재원푸드,앤티앤스,제과제빵,236,220,16
커피앤티코리아,티앤모어티카페,음료 (커피 외),0,0,0
평리동칠리동수네통닭,동수네통닭,치킨,2,1,1
(주)그린쿡,자박갈비,한식,4,4,0
아트오브램,아트오브램,한식,1,0,1
이화수(주),이화수전통육개장,한식,0,0,0
몬드키친,쭈찜,한식,7,6,1
마녀식탁,마녀돈앤파스타,패스트푸드,3,3,0
(주)루센트,고아트와인,주점,0,0,0
(주)루센트,고아트커피,커피,0,0,0
(주)루센트,오늘도덮밥,한식,0,0,0
(주)루센트,가산팔복초밥,일식,14,13,1
(주)대한에프앤에스,맥켄치킨,치킨,22,22,0
(주)와우에프앤에스,와우편의점,한식,0,0,0
(주)와우에프앤에스,와우감자탕,한식,0,0,0
(주)와우에프앤에스,와우커피,커피,0,0,0
(주)와우에프앤에스,와우피자,피자,0,0,0
(주)와우에프앤에스,와우호프,주점,0,0,0
(주)와우에프앤에스,와우버거,서양식,0,0,0
(주)와우에프앤에스,와우소곱창,한식,0,0,0
(주)와우에프앤에스,와우곱창,한식,12,12,0
뿡어당,뿡어당,제과제빵,1,0,1
㈜에이케이에프엔비,사랑방꽃갈비,기타 외식,0,0,0
스윗다이노,스윗다이노,커피,1,0,1
(주)분식이,분식이더치킨,분식,26,26,0
(주)엔피엔에프,타이거프레소,커피,0,0,0
(주)미지컴퍼니,미니마니모,한식,0,0,0
속초그바람에발산본점,속초 그바람에,한식,1,0,1
산본마츠,산본마츠,일식,1,0,1
리초야(RICHOYA),리초야,음료 (커피 외),0,0,0
나이스컴퍼니,헤브어나이스데이,커피,0,0,0
(주)제이엠케이,비엔나커피하우스,커피,30,30,0
㈜예본에프앤비,하이타치,기타 외식,0,0,0
구스켓인더크로플,구스켓 인 더 크로플,제과제빵,1,0,1
㈜커먼스,호랑이슈퍼,분식,0,0,0
(주)국민키친,초밥대첩,일식,0,0,0
(주)국민키친,조선닭발,기타 외식,0,0,0
(주)국민키친,달인의곱창,기타 외식,0,0,0
(주)국민키친,천년밀,분식,0,0,0
(주)국민키친,명랑축산,한식,0,0,0
(주)국민키친,그린스미스,기타 외식,9,9,0
(주)국민키친,공룡밥상,기타 외식,0,0,0
(주)국민키친,더죽,한식,0,0,0
(주)국민키친,뼈대집,한식,0,0,0
(주)국민키친,와따,한식,0,0,0
(주)국민키친,쭈사마,기타 외식,0,0,0
(주)국민키친,꿀꿀청춘,한식,0,0,0
(주)국민키친,깐깐식당,한식,2,2,0
(주)국민키친,남자의 팬,서양식,0,0,0
(주)국민키친,낭만닭꼬치,기타 외식,0,0,0
(주)국민키친,낭만스시,일식,0,0,0
(주)국민키친,닭슐랭,한식,0,0,0
(주)국민키친,도쿄부르스,주점,0,0,0
(주)국민키친,더생,제과제빵,0,0,0
(주)국민키친,돈까스민족,분식,0,0,0
(주)국민키친,맘스쿡,기타 외식,0,0,0
(주)국민키친,미스터마라,중식,0,0,0
(주)국민키친,바다본,일식,0,0,0
(주)국민키친,부자닭,한식,0,0,0
(주)국민키친,블링블링,음료 (커피 외),0,0,0
(주)국민키친,순대장,한식,0,0,0
(주)국민키친,육회한왕,일식,0,0,0
(주)국민키친,코끼리정,일식,0,0,0
(주)국민키친,킹스더킹,커피,2,2,0
(주)국민키친,투탑,기타 외식,0,0,0
(주)국민키친,한양성,한식,0,0,0
(주)국민키친,홍마산,한식,0,0,0
(주)국민키친,샌드베이,패스트푸드,18,18,0
(주)국민키친,숯불민족,치킨,3,3,0
(주)국민키친,쓰리랑,한식,1,1,0
(주)국민키친,에그존,기타 외식,24,24,0
(주)국민키친,포탑로제떡볶이,분식,5,5,0
(주)파란만잔,파란만잔,커피,18,18,0
(유)장미에프앤씨,장미맨숀,주점,65,65,0
인동주마을,JD인동주마을,한식,1,0,1
맛있는연구소,억달이형조폭매운갈비찜,한식,0,0,0
맛있는연구소,부산면관,분식,16,16,0
우리동네참치정육점,big eye 우리동네 참치정육점,일식,24,23,1
송돈가본점,송돈가,한식,5,4,1
세아씨엔푸드,중앙시장통닭,치킨,1,1,0
세아씨앤푸드,홍단,치킨,,,
세아씨앤푸드,달감치킨,치킨,,,
(주)불로만,불로만치킨바베큐,치킨,,,
㈜유진에프앤비,마더고로케,제과제빵,1,1,0
팔삼육산업(주),836숯불바베큐치킨,치킨,8,8,0
역전빨간어묵,코끼리 떡볶이,분식,1,1,0
(주)맛있는에프앤비,식사준비,한식,143,142,1
(주)맛있는에프앤비,배부장찌개,한식,78,78,0
(주)맛있는에프앤비,해남동,한식,1,0,1
퍼스트프랜차이즈,치쌩피쌩,주점,,,
퍼스트프랜차이즈,갈비오브미,한식,0,0,0
퍼스트프랜차이즈,퍼스트비어,주점,6,6,0
(주)창구에프앤씨,강창구찹쌀진순대,한식,28,28,0
(주)인화티에프에스,인생해장국,한식,12,12,0
(주)인화티에프에스,굿맘할매순대국&양선지해장국,한식,45,45,0
(주)장사의신,신재우명인설렁탕,한식,1,1,0
티에고(주),커피마마,커피,129,128,1
에스제이에프앤비(SJF&B),육회만새,한식,6,5,1
(주)불로만,닭판기,기타 외식,,,
곽만근족발프렌차이즈,곽만근족발슈바인학센,기타 외식,3,3,0
(주)그루온,숯불에닭,한식,37,37,0
밀크로지에프앤비,밀크로지,커피,3,3,0
프로메사,프로메사,기타 외식,2,1,1
스트릿에프앤비(주),육포,기타 외국식,0,0,0
(주)설(SUL),녹지,한식,1,1,0
(주)귀한사람들,꽃창살,기타 외식,0,0,0
(주)귀한사람들,돌판집,기타 외식,0,0,0
(주)귀한사람들,광안대교,기타 외식,0,0,0
이지비부대찌개,이지비부대찌개,한식,1,0,1
쌈마이,쌈마이닭쌈밥,한식,1,0,1
카페율하온,카페율하온,커피,9,7,2
대한웰푸드,아빠는국밥쟁이,한식,0,0,0
(주)한경기획,수풀림,주점,1,0,1
(주)호윤패밀리,홍익회관,기타 외식,1,0,1
숨맑은집인테리어,숨맑은집,커피,5,1,4
(주)지피에프씨,한마음정육식당,한식,94,92,2
(주)팀브로,목구멍,한식,104,104,0
(주)서울깍두기,서울깍두기,한식,7,5,2
콜리,부타(BUTA)웅,주점,6,6,0
콜리,세컨디 콜리,기타 외식,4,2,2
콜리,씨플랫(C.Flat),기타 외식,1,1,0
본푸드,본만두,분식,17,17,0
삼미유통,DDC치킨,치킨,13,13,0
갈치왕,갈치왕,한식,1,0,1
맛모아식품,유가솜씨닭갈비,한식,10,6,4
강호에프엔씨,아침산 패밀리 탕끓이는 사람들,주점,0,0,0
강호에프엔씨,아침산저녁바다,주점,20,17,3
다드림,다드림,한식,19,19,0
족발집배원,족발집배원,기타 외식,1,0,1
짬스형퓨전짬뽕,짬스형퓨전짬뽕,중식,3,2,1
엠디(MD)19,명단,한식,1,1,0
(주)행운식품,목촌축산,한식,2,1,1
(주)신들의정원,신돈,일식,0,0,0
(주)성지플러스,햇살이네 칼라닭강정,치킨,0,0,0
(주)성지플러스,햇살이네 직화구이,기타 외식,0,0,0
(주)성지플러스,오비펍인(OB PUB-IN),치킨,0,0,0
원푸드,파스타부오노바,서양식,19,19,0
㈜제이피에프엔비,삼미마라탕,중식,0,0,0
훈연,훈연,일식,1,0,1
파센토,파센토,일식,1,0,1
선진VFC,VFC치킨파티,치킨,21,21,0
선진VFC,조타코,기타 외국식,27,27,0
튀잉,튀잉,주점,1,0,1
후타츠,후타츠,일식,1,0,1
엄마김밥,전민 엄마김밥,분식,1,0,1
블루빈컴퍼니(주),라떼킹(Latteking),커피,9,9,0
(주)우신에프앤비,직접구운족발,한식,,,
(주)에스엔인더스트리,복고다방,커피,,,
(주)한길상회,우미학,한식,19,0,19
더제이(TheJ),찡찡꼬마김밥,분식,15,13,2
(주)엘림코아퍼레이션,도야꽃집,기타 외식,,,
(주)엘림코아퍼레이션,우판집,한식,,,
프렌드푸드컴퍼니(FRIENDFOODCOMPANY),엄청큰조선의갈비탕&냉면,한식,,,
프렌드푸드컴퍼니(FRIENDFOODCOMPANY),FRIEND FOOD(프렌드푸드),기타 외식,0,0,0
소연옥,소연옥,한식,2,1,1
오브밀,오브밀,기타 외국식,6,5,1
야무진냄비혁신점,야무진냄비,기타 외식,5,4,1
파평옥거제아주점,파평옥,한식,3,2,1
마름모식당,마름모식당,기타 외식,1,0,1
지오디,더썬치킨,치킨,12,12,0
오리궁뎅이,오리궁뎅이,한식,3,2,1
아이에스크리에이티브,더후라이팬치킨클럽,치킨,1,1,0
아이에스크리에이티브,nice two Meat u,한식,11,11,0
방방파닭닭발,방방파닭,치킨,6,5,1
막잔본점,막잔,주점,2,1,1
(주)고집132,고집132,한식,4,3,1
맛있는찜닭맛찜,맛있는찜닭 맛찜,한식,3,2,1
(주)분식이,킹덮,분식,16,16,0
(주)맛있는에프앤비,와인토리,주점,,,
몬떼비서울,몬떼비 서울(MONTEBI SEOUL),커피,1,0,1
(주)마리킹,마리왕,분식,4,3,1
(주)케이프렌즈,강정구의 피자생각,피자,36,36,0
(주)한밭에프앤지,가락곰칼국수,한식,2,2,0
(주)한밭에프앤지,홍짜장,중식,94,94,0
(주)트릴리언즈,카페요아정,커피,,,
(주)트릴리언즈,요거트아이스크림의정석,아이스크림/빙수,158,158,0
(주)서현리테일,호호반점,중식,5,3,2
(주)서현리테일,명성카츠인도쿄,일식,0,0,0
(주)서현리테일,명품서현해장,한식,0,0,0
(주)서현리테일,신난당,분식,0,0,0
(주)서현리테일,널찜닭찜,한식,0,0,0
(주)비티에스에프앤비,찜닭특공대,한식,21,21,0
(주)바이럴,투닭플레이스,치킨,0,0,0
(주)바이럴,강철부대찌개&철판닭갈비,한식,0,0,0
(주)바이럴,복정동야시장,한식,0,0,0
(주)엘림코아퍼레이션,해풍담 대포항코다리와 화덕생선구이,기타 외식,,,
(주)커피나무,베이커리로컬,제과제빵,2,2,0
(주)커피나무,커피나무,커피,,,
(주)신들의정원,오고가든,한식,0,0,0
오영김밥2호점,오영김밥,분식,1,0,1
박경수,슈퍼치킨,치킨,,,
㈜에이케이에프엔비,뚝방닭구이,치킨,9,9,0
(주)이삭에프앤비,생선먹는고양이,한식,0,0,0
(주)이삭에프앤비,팔도주막,한식,0,0,0
(주)쏘렌토푸드,쏘렌토,서양식,4,4,0
(주)윌앤컴퍼니,아메리칸에그샌드,기타 외식,24,16,8
(주)모두여는세상,직화삼겹살직구삼,한식,55,54,1
(주)지지에스,고깃세,한식,,,
"브로떼,서로커피",서로커피,커피,0,0,0
(주)플래넷에프앤디,피자닭터,서양식,,,
(주)청해에프앤비,청해찜탕,한식,56,56,0
(주)미가훠궈,미가훠궈,중식,1,0,1
강사부마라탕0818,강사부마라탕,기타 외국식,,,
연쭈,연쭈,한식,,,
(주)드림필드코리아,로마로사,제과제빵,0,0,0
(주)드림필드코리아,추억담은,제과제빵,0,0,0
(주)드림필드코리아,짬푸짬푸,제과제빵,1,0,1
(주)올바룻가베,베타테일,커피,0,0,0
(주)올바룻가베,가배원COFFEE,커피,2,1,1
(주)어나더푸드컬쳐,고신통닭,치킨,0,0,0
(주)지디프랜차이즈,곱돌이곱창,한식,1,1,0
에스티씨프랜차이저,정답떡볶이,분식,0,0,0
에스티씨프랜차이저,잇츠카츠(It's카츠),서양식,0,0,0
에스티씨프랜차이저,순수치킨,기타 외식,65,64,1
(주)행운식품,불란다쭈꾸미,한식,3,3,0
(주)행운식품,목촌나주곰탕왕갈비탕,한식,4,4,0
(주)행운식품,목촌국민삼겹,한식,4,4,0
(주)행운식품,목촌사골돼지국밥,한식,26,26,0
(주)미산푸드,족도리,한식,5,4,1
(주)비케이컴퍼니,누들보쌈배달만족,한식,45,45,0
떡볶이농장,떡볶이농장,분식,1,0,1
(주)바나플에프엔비,바나프레소,커피,88,2,86
티에고(주),커피마마퀸,기타 외식,63,63,0
인싸푸드,쌀국수공방,기타 외식,,,
(주)드림필드코리아,팥붕슈붕,제과제빵,7,0,7
인싸푸드,인생볶음밥앤카츠,기타 외식,0,0,0
인싸푸드,마라꽃이 피었습니다,기타 외식,0,0,0
(주)어나더젠틀,젠틀한식탁,서양식,2,1,1
㈜미스터타코야끼,미스터타코야끼,기타 외식,6,3,3
㈜에이케이에프엔비,구공족발,기타 외식,11,11,0
㈜천지에프엔비,광안천지식당,한식,,,
(주)성신에프씨,뽕잎사랑샤브칼국수보쌈냉면,기타 외식,27,27,0
(주)블랙루머,블랙루머,기타 외식,0,0,0
고래드림,고래냉면1980,한식,12,12,0
고래드림,고래국밥1980,한식,,,
(주)두레에프앤비,잭아저씨족발&보쌈,한식,35,35,0
고부기대학로본점,고부기 멕시칸그릴,기타 외국식,2,1,1
(주)경청에프씨,문삼이,한식,3,3,0
(유)모던푸드,모던불닭,한식,6,6,0
커피퍽바이미스터케이,COFFEE PUCK,커피,8,7,1
농업회사법인(주)사천노마,뭐양,기타 외식,3,3,0
㈜일미리,개그맨 정용국의 용곱창,한식,1,0,1
에낭,에낭,제과제빵,1,0,1
태삼(꾸이점빵),우굽는공간 꾸이점빵,한식,0,0,0
마농스가맹본부,마농스(MANON'S),제과제빵,2,1,1
청춘불뼈찜감자탕,청춘불뼈찜 감자탕,한식,,,
보드레족,보드레족,한식,,,
제이씨푸드(주),생생쭈꾸미,한식,15,15,0
제이에프앤씨,조선의 옛날통닭,치킨,31,31,0
좋은F&C,참 좋은 김밥천국,분식,17,16,1
디오디시스템,황홀한막창,기타 외식,17,16,1
바른F&B,바른초밥,일식,14,14,0
마슬랜,마슬랜,치킨,12,12,0
짬뽕각,짬뽕각,중식,1,0,1
폼프리츠,폼프리츠,주점,15,15,0
한길오대륙통닭,오대륙통닭,기타 외식,22,21,1
명태골,명태골,한식,8,8,0
금산곰탕,금산곰탕 오봉순인,한식,2,1,1
교반F&S,교반,한식,76,76,0
㈜스모프,스모프치킨,치킨,1,0,1
고력당흑염소숯불구이전문점,고력당,한식,1,0,1
천안짬뽕작전,짬뽕작전,중식,1,0,1
성민F&C,홍이본가,한식,0,0,0
성민F&C,홍이본가,한식,0,0,0
쌈밥한고등어,쌈밥한 고등어,한식,1,0,1
우성종합식품,신세대꼬마김밥,분식,6,6,0
(주)와이엔엠푸드,처음본 진곰탕,한식,0,0,0
(주)와이엔엠푸드,두판닭갈비,한식,1,1,0
(주)지브이오하스피탈리티,리파인,한식,24,24,0
왓컴퍼니,왓커피,커피,14,13,1
부송푸드,부송국수,분식,17,17,0
(주)트렌차이즈,에이프리카페(A-FREE CAFE),커피,0,0,0
(주)트렌차이즈,티프리피자(T-FREE PIZZA),피자,0,0,0
(주)트렌차이즈,포삼팔(PHO38),기타 외국식,3,3,0
(주)트렌차이즈,아리가또맘마,기타 외국식,28,27,1
(주)트렌차이즈,미래파,주점,2,2,0
(주)트렌차이즈,밀회관,주점,48,48,0
(주)혜윰에프엔비,곰작골나주곰탕,한식,26,22,4
(주)비티에스에프앤비,파스타를 부탁해,서양식,33,33,0
(주)비티에스에프앤비,왕큰손곱도리탕,한식,6,6,0
(주)비엔에프시리즈,버거앤프라이즈(Burger&Friez),기타 외식,60,60,0
(주)큐도원,닭곰탱이,한식,,,
㈜바다와우리,장수대황태해장국,기타 외식,0,0,0
㈜바다와우리,바다토끼쟁이영양센타,치킨,0,0,0
㈜바다와우리,다산정담흑염소해장국,한식,4,4,0
㈜바다와우리,바다동태탕솥밥전문점,기타 외식,3,3,0
㈜바다와우리,바다생우럭한마리매운탕,기타 외식,0,0,0
㈜바다와우리,바다CCM(씨씨엠)커피,커피,0,0,0
㈜바다와우리,바다익투스꽈배기&망고쥬스,제과제빵,0,0,0
㈜바다와우리,DT박대장맥주1997,주점,0,0,0
㈜바다와우리,바다저니맨의 크보와인바33,주점,0,0,0
㈜바다와우리,바다마라나타 베이커리&커피,커피,0,0,0
㈜바다와우리,오정태민물장어&김재롱오리구이,기타 외식,0,0,0
(주)아하그린푸드,교자킹,기타 외식,0,0,0
(주)아하그린푸드,방스만두,기타 외식,0,0,0
(주)이랜드이츠,더카페,커피,167,167,0
엠브이피에프엔비(MVPF&B),엠브이피자,패스트푸드,0,0,0
(주)브루클린브리즈,잇츠베이글,기타 외식,0,0,0
(주)혜인식품,네네치킨,치킨,"1,011","1,011",0
양구재래식손두부,양구재래식손두부,한식,1,0,1
우럼마F&D,우럼마왕만두,분식,,,
마중물추어탕,마중물추어탕,한식,8,7,1
썰로인연구소,등심연구소,기타 외식,3,2,1
양지말화로구이식품,양지말화로구이,한식,0,0,0
(주)이랜드이츠,페르케노,아이스크림/빙수,5,4,1
(주)바리스타비,바리스타비,커피,5,5,0
(주)이지바이플러스,이앤바이(이n바이),제과제빵,0,0,0
(주)호두앤,호두앤미,제과제빵,18,17,1
(주)이원,토대력,기타 외식,22,22,0
(주)이원,투다리,주점,"1,378","1,378",0
(주)텔러스테크,그림카페,커피,4,4,0
농담,농담,서양식,2,0,2
(주)피플블라썸,북해도목장,기타 외식,3,2,1
(주)피플블라썸,광명대창집,기타 외식,41,41,0
(주)피플블라썸,곱창폭식,기타 외식,3,3,0
육마니(주),육마니 옛날전통육개장,한식,15,15,0
(주)정명에프앤비,CAFE DE CRAFT Bakery,제과제빵,8,8,0
제주패밀리(주),삼계주류,서양식,1,0,1
행복한가족(주),행복한찜닭,한식,98,98,0
행복한가족(주),화락바베큐치킨,치킨,41,40,1
(주)엔케이코리아,포옹남(phoongnam),기타 외국식,1,0,1
농업회사법인(주)아침빛바다,830샐러드앤키토,한식,4,3,1
우리식품,열라불라 연탄집,한식,0,0,0
(주)쮸커커피,EVZZUCKER COFFEE,커피,5,4,1
포트,고복만,한식,1,0,1
품육년백,품육년백 참숯소갈비살,한식,8,7,1
치키파이,치키파이,제과제빵,1,0,1
제이케이에프앤비,볼빨간아구찜,한식,9,9,0
양예F&B,메가비어,주점,0,0,0
디케이팩토리(DKFACTORY),DK동키치킨,치킨,102,102,0
블레스롤가맹본부,블레스롤(Bless Roll),커피,25,24,1
(주)정성컴퍼니,청담김치찜,한식,17,17,0
(주)네오플러스,돼왕국밥,한식,0,0,0
(주)콜라겐랩,마왕족발,한식,264,264,0
(유)다빈,라센다 커피,커피,3,3,0
(주)무교동유정낙지,무교동유정낙지,한식,7,7,0
(주)머신컴퍼니,캘리소프트서브,아이스크림/빙수,4,4,0
(주)에이치비푸드,핫브레드,제과제빵,31,18,13
(주)트루팜,오롯이텐동,일식,0,0,0
(주)트루팜,제갈국밥,한식,0,0,0
(주)트루팜,포와돈,기타 외국식,0,0,0
